Name,Realm,Character,Tier,Element,Type,Owned
Mach Wave,XII,Vayne,SSB,Dark,PHY MAG,False
Force of Will,XII,Vayne,BSB,Dark,PHY MAG,False
Divine Sword,XII,Vayne,OSB,Dark Holy,PHY MAG,True
Tree of Sephira,XII,Vayne,USB,Dark,PHY MAG,True
Relentless Drive,XII,Vayne,USB,Dark,PHY MAG,True
Chain of Dark,XII,Vayne,Chain,Dark,PHY MAG,True
Soaring Spirits,XII,Vayne,ASB,Dark,PHY MAG,True
Dark Conquest,XII,Vayne,GL2,Dark,PHY MAG,False
Solidor's Shadow,XII,Vayne,GL2,Dark,PHY MAG,False
Military Manifesto,XII,Vayne,AW,Dark,PHY MAG,False
Stygian Wave,XII,Vayne,AW,Dark,PHY MAG,False
Steel Fusillade,XII,Vayne,Sync,Dark,PHY MAG,True
Contempt,XII,Vayne,OLB,Dark,PHY MAG,False
Inviolable Will,XII,Vayne,AD,Dark,PHY MAG,False
Awoken Relentless Drive,XII,Vayne,DuAW,Dark,PHY MAG,False
Dual Swords,XII,Reks,SSB,NE,PHY,True
Whitefall,XII,Reks,BSB,Lightning Ice,PHY,False
Son of Dalmasca,XII,Reks,USB,Lightning,NA,True
Thunderblade Rush,XII,Reks,USB,Lightning,PHY,False
Courageous Mind,XII,Reks,GL2,Lightning,NA,True
Dalmascan Oath,XII,Reks,AW,Lightning,PHY,True
Dalmascan Spiral,XII,Reks,AW,Lightning,PHY,True
Dalmascan Hazard,XII,Reks,Sync,Lightning,PHY,True
Patriot’s Sword,XII,Reks,AD,Lightning,PHY,False
Awoken Voltaic Slash,XII,Reks,DuAW,Lightning,PHY,False
Blaze Rush,XIII,Lightning,Unique,NE,PHY,True
Smite,XIII,Lightning,Unique,NE,PHY,True
Stormborn,XIII,Lightning,Unique,Lightning,NA,False
Crushing Blow,XIII,Lightning,SSB,Lightning,PHY,False
Lightning Strike,XIII,Lightning,SSB,Lightning,PHY,False
Focused Bolts,XIII,Lightning,BSB,Lightning,PHY,False
Requiem of the Goddess,XIII,Lightning,BSB,NE,PHY,True
Thunderfall,XIII,Lightning,OSB,Lightning,PHY,True
Army of One,XIII,Lightning,USB,Lightning,PHY,True
Dangerous Beauty,XIII,Lightning,USB,Holy Lightning,PHY,True
Lightning Blitz,XIII,Lightning,USB,Lightning,PHY,True
Blaze Slash,XIII,Lightning,ASB,Lightning,PHY,True
Glittering Feather,XIII,Lightning,ASB,Holy,PHY,True
Bond (Lightning),XIII,Lightning,Chain4,ALL,PHY MAG,False
Seismic Strike,XIII,Lightning,GL,Lightning,PHY,False
Rending Thunder,XIII,Lightning,GL2,Lightning,PHY,False
War God's Resolve,XIII,Lightning,GL2,Holy,NA,False
Army of One Evolved,XIII,Lightning,AW,Lightning,PHY,False
Elegant Drive,XIII,Lightning,AW,Holy,PHY,True
Blinding Requiem,XIII,Lightning,AW,Lightning Holy,PHY,False
Gestalt Drive,XIII,Lightning,Sync,Lightning,PHY,False
Centuria of One,XIII,Lightning,Sync,Holy,PHY,True
Artemis's Arrows,XIII,Lightning,OLB,Lightning,PHY,False
Zanzetsuken,XIII,Lightning,AD,Lightning,PHY,True
Guardian Odin,XIII,Lightning,Guardian,Lightning Holy,PHY,True
Awoken Flourish of Steel,XIII,Lightning,DuAW,Lightning,PHY,False
Sovereign Fist,XIII,Snow,Unique,NE,PHY,True
Challenge,XIII,Snow,Unique,Ice,PHY,False
Froststrike,XIII,Snow,Unique,Ice,PHY,True
Diamond Dust,XIII,Snow,SSB,Ice,PHY,False
Entrench,XIII,Snow,SSB,NE,PHY,True
A Hero Rides,XIII,Snow,BSB,Ice,PHY,False
Here we go!,XIII,Snow,BSB,Ice,PHY,False
Dogged Hero,XIII,Snow,USB,Ice,PHY,False
Soaring Tension,XIII,Snow,USB,Ice,PHY,True
Revenge Wall,XIII,Snow,USB,NE,NA,False
Frost Geyser,XIII,Snow,Chain,Ice,PHY MAG,True
Icefist Smash,XIII,Snow,ASB,Ice,PHY,False
Hero's Fist,XIII,Snow,GL2,Ice,PHY,False
Icicle Veil,XIII,Snow,GL,Ice,NA,False
Icicle Form,XIII,Snow,GL2,Ice,NA,True
Diamond Gazer,XIII,Snow,AW,Ice,PHY,False
Indomitable Love,XIII,Snow,AW,Ice,PHY,True
Diamond Fist,XIII,Snow,Sync,Ice,PHY,False
A Dream Revealed,XIII,Snow,Sync,Ice,PHY,False
Ice Chain Promise,XIII,Snow,OLB,Ice,PHY,False
Ice Raiment (Snow),XIII,Snow,GLB,Ice,NA,False
Frost Sanction,XIII,Snow,AD,Ice,PHY,False
Awoken Froststrike,XIII,Snow,DuAW,Ice,PHY,False
Deprotega,XIII,Vanille,Unique,NE,MAG,False
Oerba's Boon,XIII,Vanille,Unique,NE,NA,False
Miracle Prayer,XIII,Vanille,SSB,NE,NA,True
Transcendent Dream,XIII,Vanille,BSB,Holy,MAG,False
Shifting Worlds,XIII,Vanille,BSB,NE,NA,False
Bonds of Awakening,XIII,Vanille,USB,NE,NA,True
Convalescence,XIII,Vanille,USB,NE,NA,False
Overdo Awakening,XIII,Vanille,USB,NE,NA,True
Restitution,XIII,Vanille,USB,NE,NA,False
Need for Speed,XIII,Vanille,GL,NE,NA,True
Quick Guard,XIII,Vanille,GL2,NE,NA,False
Swift Recovery,XIII,Vanille,GL2,NE,NA,True
Quick Curasa,XIII,Vanille,GL,NE,NA,False
Rose Promenade,XIII,Vanille,AW,NE,NA,True
Come On Hecaton!,XIII,Vanille,Sync,NE,NA,False
Steel of Oath,XIII,Vanille,Sync,Earth,MAG,False
Boon,XIII,Sazh,Unique,NE,NA,True
Caltrop Bomb,XIII,Sazh,Unique,Fire,PHY,True
Godsend,XIII,Sazh,SSB,NE,NA,True
The Choco-Chick,XIII,Sazh,SSB,NE,NA,True
Choco-Chick Blues,XIII,Sazh,BSB,NE,PHY,True
Gifted Pilot,XIII,Sazh,USB,NE,NA,False
This is Gonna Sting!,XIII,Sazh,USB,Fire,PHY,False
Mission Seeker,XIII,Sazh,Chain3,ALL,PHY MAG,False
Father's Friend,XIII,Sazh,AW,NE,PHY,False
Solitary Struggle,XIII,Sazh,AW,Fire Ice Lightning,PHY,False
Dual Assault,XIII,Sazh,Sync,Fire Ice Lightning,PHY,False
Father's Gift,XIII,Sazh,OLB,Fire Ice Lightning,PHY,False
Apex Cold Blood,XIII,Sazh,AD,Fire Ice Lightning,PHY,False
Jinx,XIII,Sazh,GL2,NE,NA,False
Awoken This is Gonna Sting!,XIII,Sazh,DuAW,Fire Ice Lightning,PHY,False
Brutal Sanction,XIII,Hope,Unique,NE,MAG,True
Earthquake,XIII,Hope,Unique,Earth,MAG,True
Last Resort,XIII,Hope,SSB,Holy,MAG,True
Divine Judgment,XIII,Hope,BSB,Holy,MAG,False
Explosive Fist,XIII,Hope,BSB,Holy,MAG,True
Retributive Blast,XIII,Hope,OSB,Holy,MAG,False
Divine Fist,XIII,Hope,USB,Holy,MAG,True
Reflecting Arc,XIII,Hope,USB,Holy,MAG,False
Enchanted Boomerang,XIII,Hope,Chain2,Holy,MAG,True
Celestial Prison,XIII,Hope,ASB,Holy,MAG,True
Resolute Faith,XIII,Hope,GL,Holy,NA,True
Future Hope,XIII,Hope,GL2,NE,NA,True
Heavenly Judgment,XIII,Hope,AW,Holy,MAG,True
Righteous Wrath,XIII,Hope,AW,Holy,MAG,False
Dreadnought Rampage,XIII,Hope,Sync,Holy,MAG,False
Divine Flash (Hope),XIII,Hope,GLB,Holy,MAG,False
Apex Last Resort,XIII,Hope,AD,Holy,MAG,False
Awoken Retributive Blast,XIII,Hope,DuAW,Holy,MAG,True
Pulsar Burst,XIII,Fang,Unique,NE,PHY,False
High Dive,XIII,Fang,Unique,NE,PHY,False
Highwind (XIII),XIII,Fang,SSB,Fire Wind,PHY,True
Aerial Loop,XIII,Fang,SSB,Wind,PHY,False
Megaflare,XIII,Fang,BSB,Wind,PHY,True
Raging Whirlwind,XIII,Fang,BSB,Wind,PHY,False
Soaring Spear,XIII,Fang,OSB,Wind,PHY,False
Bahamut Dive,XIII,Fang,USB,Wind,PHY,False
Whim of Ragnarok,XIII,Fang,USB,Wind,PHY,True
Devoted Warriors,XIII,Fang,Chain2,ALL,PHY MAG,True
Wind Bond (Fang),XIII,Fang,Chain4,Wind,PHY,False
Gran Pulse Stormspear,XIII,Fang,ASB,Wind,PHY,False
Smash Blast,XIII,Fang,GL,Wind,PHY,False
Dragon Blast,XIII,Fang,GL2,Wind,PHY,False
Charge Blast,XIII,Fang,GL2,NE,NA,False
Destruction Dive,XIII,Fang,AW,Wind,PHY,False
Bahamut Assault,XIII,Fang,Sync,Wind,PHY,True
Apex Highwind (XIII),XIII,Fang,AD,Wind,PHY,False
Highwind Dive,XIII,Fang,OLB,Wind,PHY,False
Awoken Whirlwind,XIII,Fang,DuAW,Wind,PHY,False
Clock Master,XIII,Serah,Unique,NE,MAG,True
Ultima Arrow,XIII,Serah,SSB,NE,MAG,False
Endless Blessings,XIII,Serah,SSB,NE,NA,True
Moonfrost Arrows,XIII,Serah,BSB,Ice,MAG,False
Eternity Unpromised,XIII,Serah,BSB,Ice,MAG,False
Etro Arrow,XIII,Serah,USB,Ice,MAG,False
Artemis Volley,XIII,Serah,USB,Ice,MAG,True
Aquatic Strike,XIII,Serah,USB,Water,MAG,False
Etro Fusion,XIII,Serah,Chain2,Ice,MAG,True
Artemis Frost,XIII,Serah,ASB,Ice Water,MAG,True
Artemis Zone,XIII,Serah,GL2,Ice,NA,False
Artemis Shower,XIII,Serah,GL2,Water,MAG,True
Artemis Veil,XIII,Serah,GL,Ice,NA,False
Artemis Field,XIII,Serah,GL,Water,NA,True
Artemis Charge,XIII,Serah,GL2,NE,NA,False
Ultracold,XIII,Serah,AW,Ice Water,MAG,False
Arrow of Tears,XIII,Serah,AW,Water,MAG,False
Artemis Archer,XIII,Serah,AW,Ice Water,MAG,True
Transcendent Arrow,XIII,Serah,Sync,Ice,MAG,False
Tidal Arrow,XIII,Serah,Sync,Water,MAG,True
Apex Ultima Arrow,XIII,Serah,AD,Ice,MAG,True
Awoken Eternity Unpromised,XIII,Serah,DuAW,Ice,MAG,False
Offensive Shift,XIII,Cid Raines,Unique,NE,MAG,False
Seraphic Ray,XIII,Cid Raines,SSB,Holy,MAG,True
Seraph's Wing,XIII,Cid Raines,SSB,NE,MAG,True
Metamorphose,XIII,Cid Raines,BSB,Dark Holy,MAG,True
Shattered Dreams,XIII,Cid Raines,OSB,Dark Holy,MAG,True
Wings of Despair,XIII,Cid Raines,USB,Dark Holy,MAG,False
True Miracle,XIII,Cid Raines,USB,Dark Holy,MAG,True
Seraphic End,XIII,Cid Raines,ASB,Dark Holy,MAG,True
Seraphic Shift,XIII,Cid Raines,GL2,Dark Holy,NA,False
Commander Shift,XIII,Cid Raines,GL2,NE,NA,True
Dark Shift,XIII,Cid Raines,GL,NE,NA,False
Angel of Doom,XIII,Cid Raines,AW,Dark Holy,MAG,True
Dystopian Shift,XIII,Cid Raines,AW,Dark Holy,MAG,False
Last Destiny,XIII,Cid Raines,Sync,Dark Holy,MAG,False
Dark Bond (Cid Raines),XIII,Cid Raines,Chain4,Dark,MAG,True
Apex Seraphic Ray,XIII,Cid Raines,AD,Dark Holy,MAG,True
Awoken Seraph's Wing,XIII,Cid Raines,DuAW,Dark Holy,MAG,False
Deathblow,XIII,Noel,SSB,NE,PHY,True
Meteor Javelin,XIII,Noel,BSB,NE,PHY,False
Hunter's Rimefang,XIII,Noel,BSB,Ice,PHY,False
Break Frost,XIII,Noel,BSB,Ice,PHY,True
Ice Javelin,XIII,Noel,USB,Ice,PHY,False
Blizzard Hunt,XIII,Noel,USB,Ice,PHY,True
Ice Bond (Noel),XIII,Noel,Chain4,Ice,PHY,True
Icefang Lance,XIII,Noel,ASB,Ice Water,PHY,False
Hunting Javelin,XIII,Noel,GL2,Ice,PHY,False
Sunleth Blow,XIII,Noel,GL2,Ice Water,NA,False
Blessing of Shadows,XIII,Noel,AW,Ice,PHY,False
Hunter's Pride,XIII,Noel,AW,Water,PHY,False
Future Remembrance,XIII,Noel,Sync,Ice Water,PHY,True
Javelin Rush,XIII,Noel,OLB,Ice Water,PHY,False
Apex Meteor Javelin,XIII,Noel,AD,Ice Water,PHY,False
Awoken Break Frost,XIII,Noel,DuAW,Ice Water,PHY,False
Call Reinforcements,XIII,Nabaat,SSB,Dark,MAG,False
Sacrifice Pawn,XIII,Nabaat,BSB,Dark,MAG,False
Giver of Pain,XIII,Nabaat,USB,Dark,MAG,False
Fatal Refrain,XIII,Nabaat,USB,Dark,MAG,False
Cruelty Gear,XIII,Nabaat,ASB,Dark,MAG,True
Destructive Gear,XIII,Nabaat,GL,Dark,MAG,False
Dark Talents,XIII,Nabaat,GL2,Dark,NA,False
Sadistic Heart,XIII,Nabaat,AW,Dark,MAG,True
Army Gear,XIII,Nabaat,Sync,Dark,MAG,False
Malicious Surge,XIII,Nabaat,AD,Dark,MAG,False
Awoken Cruelty Gear,XIII,Nabaat,DuAW,Dark,MAG,False
Stoneskin II,XIV,Y'shtola,Unique,NE,NA,True
Medica II,XIV,Y'shtola,Unique,NE,NA,False
Aetherial Pulse,XIV,Y'shtola,SSB,NE,NA,True
Asylum,XIV,Y'shtola,BSB,NE,NA,True
Goddess's Mercy,XIV,Y'shtola,USB,NE,NA,False
Dark Expanse,XIV,Y'shtola,USB,Fire Ice Lightning Dark,MAG,False
Secret of the Lily,XIV,Y'shtola,USB,NE,NA,True
Divine Benison,XIV,Y'shtola,GL,NE,NA,True
Stonega Skin,XIV,Y'shtola,GL2,NE,NA,False
Presence of Mind,XIV,Y'shtola,GL2,Ne,NA,False
Pulse of Life (XIV),XIV,Y'shtola,AW,NE,NA,False
Sorceress's Secret,XIV,Y'shtola,AW,Fire Ice Lightning Dark,MAG,False
Scion's Flare,XIV,Y'shtola,Sync,Fire Ice Lightning Dark,MAG,False
Scion's Afflatus,XIV,Y'shtola,Sync,NE,NA,False
Scion's Meteor,XIV,Y'shtola,OLB,Fire Ice Lightning Dark,MAG,True
Spiritual Ray,XIV,Y'shtola,AD,Fire Ice Lightning Dark,MAG,True
Dancing Edge,XIV,Thancred,Unique,NE,PHY,False
Death Blossom,XIV,Thancred,Unique,NE,PHY,False
Jin-Chi-Ten,XIV,Thancred,SSB,Wind,PHY,True
Kiss of the Jugulator,XIV,Thancred,SSB,Poison,PHY,False
Kassatsu Katon,XIV,Thancred,BSB,Fire,PHY,True
Fang of the Serpent,XIV,Thancred,BSB,Poison,PHY,True
Kassatsu Doton,XIV,Thancred,BSB,Earth,PHY,False
Hidden Trick Attack,XIV,Thancred,USB,Earth Wind Poison,PHY MAG,True
Wheel of Life,XIV,Thancred,USB,Earth Fire,PHY,True
Hakke Mujinsatsu,XIV,Thancred,ASB,Earth Wind Poison,PHY,True
Kassatsu,XIV,Thancred,GL2,Earth Wind Poison,NA,False
Art of Supremacy,XIV,Thancred,AW,Earth Wind Poison,PHY MAG,False
Assassinate,XIV,Thancred,Sync,Earth Wind Poison,PHY MAG,False
Internal Release,XIV,Yda,Unique,NE,NA,False
Twin Snake Dragon Kick,XIV,Yda,SSB,NE,PHY,True
True Demolition,XIV,Yda,SSB,Earth Fire,PHY,False
Forbidden Chakra,XIV,Yda,BSB,Fire,PHY,False
Furious Flurry,XIV,Yda,USB,Earth Fire,PHY,False
Crimson Enlightenment,XIV,Yda,USB,Fire,PHY,False
Fire Thrash,XIV,Yda,ASB,Fire,PHY,False
Riddle of Fire,XIV,Yda,GL2,Fire,NA,False
Fists of Fire,XIV,Yda,GL,Fire,NA,False
Fire Tackle,XIV,Yda,AW,Fire,PHY,False
Dearest Companion,XIV,Yda,Sync,Fire,PHY,False
Swiftcast Fira,XIV,Papalymo,Unique,Fire,MAG,False
Enochian Blizzaja,XIV,Papalymo,SSB,Ice,MAG,True
Ley Lines,XIV,Papalymo,SSB,NE,NA,False
Enochian Firaja,XIV,Papalymo,BSB,Fire,MAG,True
Flareja,XIV,Papalymo,OSB,Fire,MAG,False
Ley Line Firaja,XIV,Papalymo,USB,Fire,MAG,False
Fate's End,XIV,Papalymo,ASB,Fire,MAG,True
Magic Trifecta,XIV,Papalymo,GL,NE,MAG,True
Sharpcast,XIV,Papalymo,GL2,Fire,NA,False
Enochian Despair,XIV,Papalymo,AW,Fire,MAG,False
A New Beginning,XIV,Papalymo,Sync,Fire,MAG,True
Fire Flash (Papalymo),XIV,Papalymo,GLB,Fire,MAG,True
Scion’s Xenoglossy,XIV,Papalymo,AD,Fire,MAG,False
Deployment Tactics,XIV,Alphinaud,SSB,NE,NA,True
Aerial Blast,XIV,Alphinaud,BSB,Wind,MAG,True
Teraflare,XIV,Alphinaud,USB,Wind Dark,MAG,True
Excogitation,XIV,Alphinaud,USB,NE,NA,False
Garuda Exoburst,XIV,Alphinaud,USB,Wind,MAG,True
Aetherpact,XIV,Alphinaud,Chain2,Wind,MAG,True
Dreadwyrm Trance,XIV,Alphinaud,ASB,Wind,MAG,True
Shining Moonstone,XIV,Alphinaud,GL2,Wind,NA,False
Shockwave,XIV,Alphinaud,GL,Wind,MAG,True
Starstorm,XIV,Alphinaud,AW,Wind,MAG,True
Summon Moonstone,XIV,Alphinaud,Sync,NE,NA,False
Child of the Dawn,XIV,Alphinaud,Sync,Wind,MAG,True
Tri-Shackle,XIV,Alphinaud,Sync,Wind,MAG,True
Last Disaster,XIV,Alphinaud,AD,Wind,MAG,False
Blessing of Light,XIV,Minfilia,SSB,NE,NA,True
The Echo,XIV,Minfilia,BSB,Holy,PHY,True
Scion's Guidance,XIV,Minfilia,BSB,Holy,PHY,True
Call of the Stars,XIV,Minfilia,USB,NE,NA,True
Entrusted Will,XIV,Minfilia,USB,NE,NA,True
Scions of the Seventh Dawn,XIV,Minfilia,Chain3,ALL,PHY MAG,False
Divine Veil,XIV,Minfilia,GL,Holy,NA,False
Familial Pledge,XIV,Minfilia,GL2,NE,NA,False
Word of the Mother,XIV,Minfilia,AW,NE,PHY,True
Will of the Light,XIV,Minfilia,Sync,NE,NA,False
Rapid Shot,XIV,Cid (XIV),SSB,Fire,PHY,False
Grenado Shot,XIV,Cid (XIV),BSB,Earth,PHY,True
Gauss Round,XIV,Cid (XIV),USB,Fire,PHY,True
Flamethrower,XIV,Cid (XIV),USB,Fire Earth Wind Poison,PHY,False
Reassemble,XIV,Cid (XIV),GL2,Fire Earth Wind Poison,NA,False
Heated Combo Shot,XIV,Cid (XIV),AW,Fire Earth Wind Poison,PHY,False
Garlond Overload,XIV,Cid (XIV),Sync,Fire Earth Wind Poison,PHY,False
Glacier Bash,XIV,Ysayle,SSB,Ice,MAG,False
Shiva: Diamond Dust,XIV,Ysayle,BSB,Ice,MAG,True
Icicle Impact,XIV,Ysayle,USB,Ice,MAG,False
Ley Line Blizzaja,XIV,Ysayle,ASB,Ice,MAG,False
Whiteout,XIV,Ysayle,GL2,Ice,NA,True
Permafrost,XIV,Ysayle,AW,Ice,MAG,False
Oblivion (XIV),XIV,Ysayle,Sync,Ice,MAG,False
Ice Raiment (Ysayle),XIV,Ysayle,GLB,Ice,NA,False
Icy Silence,XIV,Ysayle,AD,Ice,MAG,False
Awoken Whiteout,XIV,Ysayle,DuAW,Ice,MAG,True
Royal Authority,XIV,Haurchefant,SSB,Holy Ice,PHY,True
Time of Need,XIV,Haurchefant,BSB,Holy Ice,PHY,True
Live to Serve,XIV,Haurchefant,USB,NE,NA,True
Fortemps Blade,XIV,Haurchefant,USB,Holy Ice,PHY,False
Resolute Will,XIV,Haurchefant,GL2,Holy,NA,True
Fortemps Authority,XIV,Haurchefant,AW,Holy Ice,PHY,False
Passage of Arms,XIV,Haurchefant,Sync,Holy Ice,PHY,False
Last Bastion,XIV,Haurchefant,OLB,Holy Ice,PHY,False
Draconian Light,XIV,Estinien,SSB,NE,NA,False
The Azure Dragoon,XIV,Estinien,BSB,Wind Dark,PHY,True
Skydragon Dive,XIV,Estinien,USB,Wind Dark,PHY,False
Crimson Dragoon,XIV,Estinien,USB,Wind Dark,PHY,True
Life of the Dragon,XIV,Estinien,GL2,Wind Dark,NA,False
Azure Successor,XIV,Estinien,AW,Wind Dark,PHY,True
Black Dragon Dive,XIV,Estinien,Sync,Wind Dark,PHY,True
Vermage,XIV,Alisaie,USB,Wind Lightning,MAG,False
Pathforger,XIV,Alisaie,Chain2,ALL,PHY MAG,True
Vercure,XIV,Alisaie,GL2,NE,NA,False
Manafication,XIV,Alisaie,GL2,Wind Lightning,NA,False
Embolden Combo,XIV,Alisaie,AW,Wind Lightning,MAG,False
Heart and Steel,XIV,Alisaie,Sync,Wind Lightning,MAG,False
Vermillion Scourge,XIV,Alisaie,OLB,Wind Lightning,MAG,True
Aetheric Sever,XIV,Alisaie,AD,Wind Lightning,MAG,True
Awoken Vermage,XIV,Alisaie,DuAW,Wind Lightning,MAG,False
Gladiolus Link,XV,Noctis,SSB,NE,PHY,True
Kings of Old,XV,Noctis,BSB,NE,PHY,False
Armiger,XV,Noctis,OSB,NE,PHY,True
Armiger Wakes,XV,Noctis,USB,NE,PHY,False
Airstride,XV,Noctis,USB,NE,PHY,False
Critical Link,XV,Noctis,ASB,NE,PHY,False
Rush Link,XV,Noctis,ASB,Fire Earth Lightning,PHY,True
Bond (Noctis),XV,Noctis,Chain4,ALL,PHY MAG,False
Static Edge,XV,Noctis,GL2,Fire,PHY,False
Link Up,XV,Noctis,GL2,Fire Earth Lightning,NA,False
Royal Guardian,XV,Noctis,GL,NE,NA,True
Warp Factor,XV,Noctis,GL,NE,NA,True
Regal Flair,XV,Noctis,AW,Fire Earth Lightning,PHY,True
True Prompto Link,XV,Noctis,Sync,Lightning,PHY,False
True Ignis Link,XV,Noctis,Sync,Fire,PHY,False
True Gladiolus Link,XV,Noctis,Sync,Earth,PHY,True
Ancillary Link-Strike,XV,Noctis,OLB,Fire Earth Lightning,PHY,True
Steel Pirouette F,XV,Noctis,AD,Fire,PHY,False
Awoken Warp-strike,XV,Noctis,DuAW,Fire,PHY,True
Pep Talk,XV,Gladiolus,SSB,NE,NA,True
Tempest,XV,Gladiolus,BSB,Earth,PHY,True
Dawnhammer,XV,Gladiolus,OSB,Earth,PHY,True
Cyclone,XV,Gladiolus,USB,Earth,PHY,False
Earth Charge,XV,Gladiolus,Chain3,Earth,PHY,False
Impulse,XV,Gladiolus,ASB,Earth,PHY,False
Proud Shield,XV,Gladiolus,GL2,Earth,NA,True
Double Charging...,XV,Gladiolus,GL,NE,PHY,True
True Shield,XV,Gladiolus,AW,Earth,PHY,False
Wild Tempest,XV,Gladiolus,Sync,Earth,PHY,True
Dual Master,XV,Gladiolus,AD,Earth,PHY,False
Awoken Tempest,XV,Gladiolus,DuAW,Earth,PHY,False
Analysis Sting,XV,Ignis,SSB,Fire Lightning Ice,PHY,False
Stalwart Cook,XV,Ignis,BSB,Fire Lightning Ice,PHY,True
Sagefire,XV,Ignis,USB,Fire,PHY,False
Regroup,XV,Ignis,Chain2,ALL,PHY MAG,True
Tactical Sense,XV,Ignis,GL,Fire,NA,False
Flameboost Bite,XV,Ignis,AW,Fire,PHY,True
Tactical Mind,XV,Ignis,AW,Fire,PHY,True
Sage's Hellfire,XV,Ignis,Sync,Fire,PHY,False
Overclock,XV,Ignis,AD,Fire,PHY,False
Starshell,XV,Prompto,SSB,Lightning,PHY,True
Recoil (XV),XV,Prompto,BSB,Lightning Fire,PHY,True
Shots Fired,XV,Prompto,BSB,Lightning,PHY,True
Trigger Happy (XV),XV,Prompto,USB,Lightning,PHY,True
Custom Starshell,XV,Prompto,Chain2,Lightning,PHY,True
Party Shot,XV,Prompto,Chain3,ALL,PHY MAG,False
Ballistic,XV,Prompto,GL2,Lightning,PHY,False
Spark Rave,XV,Prompto,GL2,Lightning,NA,True
Chronicler of Fates,XV,Prompto,GL2,NE,NA,False
Prized Quarry,XV,Prompto,AW,Lightning,PHY,False
Miracle Trigger,XV,Prompto,Sync,Lightning,PHY,False
Trigger Hunt,XV,Prompto,OLB,Lightning,PHY,False
Crackshot,XV,Prompto,AD,Lightning,PHY,False
Awoken Starshell,XV,Prompto,DuAW,Lightning,PHY,False
Eclipse,XV,Iris,SSB,NE,MAG,False
Kupo Cure,XV,Iris,BSB,NE,NA,True
Amicitia's Cheer,XV,Iris,USB,NE,NA,True
Moogle Trouble,XV,Iris,USB,NE,NA,True
Trinity Support,XV,Iris,GL2,NE,NA,True
Choco Tailwind,XV,Iris,AW,NE,NA,False
Pocket Mega-Potion,XV,Iris,Sync,NE,NA,False
Aerial Spearouette,XV,Aranea,SSB,Lightning Dark,PHY,False
Air Superiority,XV,Aranea,BSB,Lightning Dark,PHY,True
Highwind (XV),XV,Aranea,OSB,Lightning Dark,PHY,True
Twice the Jump,XV,Aranea,USB,Lightning Dark,PHY,False
Dragon Leap,XV,Aranea,USB,Lightning Dark,PHY,False
Highwind OB,XV,Aranea,ASB,Lightning Dark,PHY,False
Soaring Heights,XV,Aranea,GL2,Lightning,NA,False
Blitz Rush,XV,Aranea,GL2,Lightning Dark,PHY,True
True Highwind,XV,Aranea,AW,Lightning Dark,PHY,False
Spearouette,XV,Aranea,Sync,Lightning Dark,PHY,False
Apex Highwind,XV,Aranea,AD,Lightning Dark,PHY,False
Predecessor's Might,XV,Cor,USB,Fire,PHY,True
In Service of Kings,XV,Cor,ASB,Fire,PHY,True
Lucian Might,XV,Cor,GL2,NE,NA,False
Immortal Blade,XV,Cor,GL,Fire,PHY,True
Harangue,XV,Cor,AW,Fire,PHY,True
Immortal's Call,XV,Cor,Sync,Fire,PHY,False
Hydraean Protection,XV,Lunafreya,USB,Water Holy,MAG,True
Hydraean Oath,XV,Lunafreya,ASB,Water Holy,MAG,True
Oracle's Mission,XV,Lunafreya,GL2,Water,NA,False
Oracle's Benevolence,XV,Lunafreya,AW,Water Holy,MAG,True
For the King,XV,Lunafreya,Sync,Water Holy,MAG,False
Oracle's Decree,XV,Lunafreya,Sync,Water Holy,MAG,False
Aura of Darkness (XV),XV,Ardyn,USB,Dark Fire,PHY,False
Implacable Ruler,XV,Ardyn,GL2,Dark Fire,NA,True
Shadow King's Might,XV,Ardyn,AW,Dark Fire,PHY,True
Mega Death,XV,Ardyn,Sync,Dark Fire,PHY,False
Evil Armiger,XV,Ardyn,OLB,Dark Fire,PHY,False
Awakening Darkness,XV,Ardyn,AD,Dark Fire,PHY,False
Guardian Ifrit,XV,Ardyn,Guardian,Fire Dark,PHY,False
Imperial Warrior,XV,Ravus,GL2,Lightning Dark,PHY,False
Resentful Strike,XV,Ravus,AW,Lightning Dark,PHY,False
Hateful Onslaught,XV,Ravus,Sync,Lightning Dark,PHY,False
Technique - Last Rites,XV,Ravus,AD,Lightning Dark,PHY,False
Awoken Violet Arc,XV,Ravus,DuAW,Lightning Dark,PHY,True
Tailwind,FFT,Ramza,Unique,NE,NA,False
Hail of Stones,FFT,Ramza,Unique,NE,PHY,True
Shout,FFT,Ramza,SSB,NE,NA,True
Chant,FFT,Ramza,SSB,NE,NA,True
Unsung Hero,FFT,Ramza,BSB,Holy,PHY,True
Battle Cry,FFT,Ramza,BSB,Holy,PHY,True
Seeker of Truth,FFT,Ramza,USB,Holy,PHY,True
History's Truth,FFT,Ramza,USB,NE,NA,True
Flutegrass Memories,FFT,Ramza,Chain2,Holy,PHY,True
Heretic Tale,FFT,Ramza,Chain2,ALL,PHY MAG,False
Knight Gallant's Glory,FFT,Ramza,ASB,Holy,PHY,True
War Cry Commander,FFT,Ramza,GL2,Holy,PHY,True
Mettle,FFT,Ramza,GL,Holy,NA,False
Blade of Remembrance,FFT,Ramza,AW,Holy,PHY,True
Brave Story,FFT,Ramza,Sync,Holy,PHY,False
Cleansing Strike,FFT,Agrias,Unique,NE,PHY,True
